country iso3,country name,indicator,category breakdown,technology or sector,funding stage,year,value,unit,number of observations
AGO,ANGOLA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,2.14794516563416,Years,65
AGO,ANGOLA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,0,Percentage,65
AIA,ANGUILLA,Probability to receive funding,"By sector (energy, green, digital)",Energy,Early stage,2021,0,Percentage,1
AIA,ANGUILLA,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,0,Percentage,1
AIA,ANGUILLA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Early stage,2021,0,Percentage,7
AIA,ANGUILLA,Probability to receive funding,"By sector (energy, green, digital)",Energy,Later stage,2021,0,Percentage,1
AIA,ANGUILLA,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Later stage,2021,0,Percentage,1
AIA,ANGUILLA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,0,Percentage,7
AIA,ANGUILLA,Probability to receive funding,By technology,Clean energy,Early stage,2021,0,Percentage,1
AIA,ANGUILLA,Probability to receive funding,By technology,Clean energy,Later stage,2021,0,Percentage,1
ATG,ANTIGUA AND BARBUDA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Early stage,2021,0,Percentage,8
ATG,ANTIGUA AND BARBUDA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,0,Percentage,8
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Energy,Early stage,2021,13.6363639831543,Percentage,22
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2022,1.11324203014374,Years,22
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,50,Percentage,6
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2022,1.11324203014374,Years,6
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Early stage,2021,0,Percentage,16
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2000,169431824,USD,5
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2001,39162244,USD,2
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2005,714765.125,USD,1
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2006,11037273,USD,3
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2007,1741509.375,USD,2
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2008,12715455,USD,4
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2009,5349784.5,USD,6
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2010,17996586,USD,7
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2011,9875361,USD,30
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2012,49750268,USD,50
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2013,33618824,USD,61
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2014,37390504,USD,41
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2015,18684572,USD,28
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2016,43560828,USD,36
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2017,55383148,USD,32
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2018,84749064,USD,40
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2019,57128312,USD,39
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2020,27184394,USD,28
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Early stage,2021,16.0973320007324,Percentage,2137
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2021,167075472,USD,42
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,124534952,USD,20
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,1.24375283718109,Years,2140
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Energy,Later stage,2021,4.54545450210571,Percentage,22
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Later stage,2022,0.947945177555084,Years,22
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Later stage,2021,16.6666660308838,Percentage,6
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Later stage,2022,0.947945177555084,Years,6
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Later stage,2021,0,Percentage,16
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2007,36839624,USD,1
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2009,2207926.75,USD,1
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2010,38263472,USD,1
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2012,27835228,USD,2
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2013,2153728,USD,4
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2014,25337094,USD,4
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2015,46483428,USD,3
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2016,2315217.5,USD,1
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2017,14728726,USD,3
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2018,17195312,USD,4
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2019,166813776,USD,2
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2020,2288114.75,USD,1
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2021,447630592,USD,5
ARG,ARGENTINA,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,1.54422092437744,Percentage,2137
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2022,4.41469478607178,Years,2140
ARG,ARGENTINA,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2022,2000000,USD,1
ARG,ARGENTINA,Probability to receive funding,By technology,Clean energy,Early stage,2021,28.5714282989502,Percentage,7
ARG,ARGENTINA,Fundings of start-ups,By technology,Clean energy,Early stage,2022,1.06027400493622,Years,7
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2015,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2016,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2017,22.2222213745117,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2018,22.2222213745117,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2019,22.2222213745117,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2020,22.2222213745117,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Early stage,2021,22.2222213745117,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2015,0,Percentage,3.83333325386047
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2016,0,Percentage,3.83333325386047
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2017,0,Percentage,4.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2018,0,Percentage,4.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2019,0,Percentage,5.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2020,0,Percentage,5.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Early stage,2021,0,Percentage,5.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2015,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2016,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2017,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2018,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2019,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2020,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Early stage,2021,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Non-clean energy,Early stage,2021,6.66666650772095,Percentage,15
ARG,ARGENTINA,Fundings of start-ups,By technology,Non-clean energy,Early stage,2022,1.21917808055878,Years,15
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2015,0,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2016,0,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2017,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2018,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2019,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2020,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Early stage,2021,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2015,0,Percentage,2.66666674613953
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2016,0,Percentage,2.66666674613953
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2017,11.1111106872559,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2018,11.1111106872559,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2019,11.1111106872559,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2020,33.3333320617676,Percentage,4
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Early stage,2021,33.3333320617676,Percentage,4
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2015,0,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2016,0,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2017,50,Percentage,0.666666686534882
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2018,50,Percentage,0.666666686534882
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2019,50,Percentage,0.666666686534882
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2020,50,Percentage,0.666666686534882
ARG,ARGENTINA,Probability to receive funding,By technology,Solar,Early stage,2021,50,Percentage,0.666666686534882
ARG,ARGENTINA,Probability to receive funding,By technology,Wind,Early stage,2017,100,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Wind,Early stage,2018,100,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Wind,Early stage,2019,100,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Wind,Early stage,2020,100,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Wind,Early stage,2021,100,Percentage,0.333333343267441
ARG,ARGENTINA,Probability to receive funding,By technology,Clean energy,Later stage,2021,14.2857141494751,Percentage,7
ARG,ARGENTINA,Fundings of start-ups,By technology,Clean energy,Later stage,2022,0.947945177555084,Years,7
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2015,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2016,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2017,0,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2018,0,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2019,0,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2020,0,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Energy efficiency,Later stage,2021,0,Percentage,4.5
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2015,0,Percentage,3.83333325386047
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2016,0,Percentage,3.83333325386047
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2017,0,Percentage,4.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2018,0,Percentage,4.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2019,0,Percentage,5.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2020,0,Percentage,5.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Fossil fuels,Later stage,2021,0,Percentage,5.33333349227905
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2015,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2016,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2017,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2018,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2019,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2020,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Grid,Later stage,2021,0,Percentage,1.66666662693024
ARG,ARGENTINA,Probability to receive funding,By technology,Non-clean energy,Later stage,2021,0,Percentage,15
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2015,0,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2016,0,Percentage,3
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2017,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2018,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2019,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2020,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other energy,Later stage,2021,0,Percentage,3.5
ARG,ARGENTINA,Probability to receive funding,By technology,Other renewables,Later stage,2015,0,Percentage,2.66666674613953
